"customer_id","date","rating","reviewText","imageCount","helpfulCount","nonHelpfulCount"
"20011344","19 апреля, 23:27","5","Отличная качественная вещь",0,"0","0"
"14576641","28 сентября 2019, 13:00","5","Очень мягкий приятный ношу 44_46 взяла s можно смело брать xc",1,"2","2"
"15419869","21 марта, 19:19","5","Цвет непередаваемый, не стала даже фотографировать, камера на телефоне этот оттенок не передаст. Специально решила взять большой рр. С кожаными леггинсами чтобы. По длине как раз то получилось. На рост 168 закрыл бедра. Правда на мой 46 рр оверсайз крутой получился).и конечно горловина глубокая. Попробую с боков отрезать оверлоком. А по качеству вот что думаю. Даже если мех немного потеряется в процессе носки, то плотность такова, что особо не потеряет в тепле и виде. Все равно будет хорошо смотреться. Заказала ещё один, редкий цвет, очень понравился давно искала что-то подобное.",0,"1","0"
"18620345","21 марта, 9:22","5","Свитер этот купила несколько месяцев назад. Хочу высказать благодарность производителю. Шикарный свитер, после стирки выглядит, как новый. Даже еще лучше! Ворс не слеживается, как это бывает обычно в свитерах подобного качества.",0,"2","0"
"18534398","20 марта, 17:22","5","На 50 взяла l. В размер не берите - слишком свободна. Стирала руками, сушила горизонтально, отпаривала долго - кофта сохранилась. Синий цвет яркий, как на фото. Мне кофта нравится, приятная к телу.",0,"1","0"
"3048377","17 марта, 13:43","5","купила к телу приятная на 48 размер подошла s рукав по локоть но понравилась",0,"0","0"
"5237060","8 декабря 2019, 18:00","1","Первые впечатления от кофты очень положительные. Но после третьей стирки кофта испортилась, внешний вид отвратительный. Почему-то на спине в области лопаток, пушистость исчезла. Травки нет совсем, а в низу и впереди травка осталась. Удивительно, первый раз такое вижу, как будто елозила лопатками по нождачке. Стирала руками в “Ласке"" для стирки шерсти и шелка.",2,"9","0"
"11215327","2 декабря 2019, 13:31","1","После стирки больше носить невозможно. Ткань как-будто носили лет 20. Не советую, качество ужасное.",0,"2","0"
"18376927","13 ноября 2019, 13:30","5","Цвет черника,отпарила,получилась пушистая жилеточка, с учетом того, что меховые кофточки в тренде,да со скидкой вполне довольна, и тепло.",0,"0","0"
"6562601","8 ноября 2019, 17:34","5","На свой 50 подошёл размер L,, можно и меньше брать, но это на любителя, кофточка супер, очень понравилась, только как все пушистое😁требует отпарить .",0,"0","0"
"19413290","7 ноября 2019, 11:13","5","Замечательный свитер. Сел как надо! Цвет совпадает! Спасибо магазину, ооооочень довольна!!!!!!!",0,"1","0"
"2657836","27 октября 2019, 19:16","2","Цвет просто очень красивый.хs сел в самый раз.не оверсайс.но пришол брак.горловина кривая .рукав один длиннее другого. Очень понравился .взяла бы с удовольствием если бы не брак.размеры s и м уже обьёмней и полнят.",0,"0","0"
"14714790","27 октября 2019, 15:29","5","Суперский, цвет красивый, очень мягкий и приятный",0,"0","1"
"15117973","23 октября 2019, 18:36","5","Оч классный! В размер. Цвет черника. Жаль только что рукав не длинный.",0,"0","2"
"2796149","22 октября 2019, 11:24","5","Цвет синий очень глубокий и насыщенный. Мягкий, приятный свитер.",0,"0","1"
"6601420","17 октября 2019, 12:05","5","Кофта симпатичная, пушистая, к телу очень приятная, ношу 48/50, а L оказалось очень большой перезаказала на S , очень хорошо села. Рекомендую к покупке, но как минимум на один размер меньше того какой вы носите. В идеале бы рукава подлиннее и поменьше вырез на груди.",0,"0","2"
"4774278","25 сентября 2019, 16:30","5","Отличный свитер. Ношу 42-44, опираясь на отзывы взяла хs, сидит хорошо, свободно, рукава короткие, см на 7 ниже локтя(меня не смутило). Свитер мягкий, пушистый, теплый. Цвет красивый. Спасибо магазину)",3,"5","2"
"4774278","14 октября 2019, 19:12","5","Неправильно указала, ниже локтя на 15 см",0,"0","0"
"12585332","13 октября 2019, 19:28","5","Классная кофточка, очень красивый цвет! Мой размер 44-46, подошёл XS",1,"5","4"
"17747211","11 октября 2019, 13:19","5","Согласна с большинством отзывов. Действительно очень красивый цвет. Мягкий-мягкий. Такой уютный. Довольно большой вырез. Размер S на мой реальный 42-44 сидит точно также, как на моделе. На всякий случай заказала все-таки ещё и xs для сравнения. Но не исключаю, что оставлю тот, что больше. Оверсайз актуален сейчас.",0,"1","4"
"5033910","6 октября 2019, 1:38","5","Свитер обалденный! Мягкий, приятный к телу. После первой стирки не изменился (не знаю как будет после последующих). Цвет синий очень красивый! Сидит свободно, но я так и хотела.",0,"1","1"
"20184892","3 октября 2019, 8:32","5","Приятный, стильный, красивый! Для офиса вообще находка!",1,"5","1"
"11833862","1 октября 2019, 21:40","5","Мне понравилась. Очень мягкая. Приятная))",0,"0","1"
"17398682","29 сентября 2019, 14:58","5","Я влюбилась в этот свитер, приятен к телу, очень теплый",0,"0","1"
"10820172","27 сентября 2019, 18:25","5","Красивый цвет, очень мягкий и нежный! Сначала когда посмотрела на него без примерки не понравился, а когда одела,то уже не хотелось и снимать. На свой размер 42-44 взяла хс.",1,"1","4"
"16097656","26 сентября 2019, 17:43","5","Отличный полувер, цвет красивый, размер соответствует ОГ 104(2Xl), для тех кто любит в облипочку смело можно брать на размер меньше. К телу приятный не колется. Очень довольна покупкой.",0,"0","0"
"21429323","26 сентября 2019, 8:23","5","Свитер красивый и тёплый, но на мой 44-46 прекрасно сел 42, если бы не предыдущие отзывы, утонула бы в своём размере. Большемерит на размер, полтора. Кому не нужен оверсайз, берите меньше. А так хороший мягкий свитерок.",0,"0","1"
"9605477","25 сентября 2019, 16:47","5","Почитав отзывы, что большемерит, заказала свой размер L-ку, пусть будет овер сайз. Так много восторженных отзывов, но меня свитер не впечатлил. Никакой пушистости я не увидела, ворс как ""прилизанный"" или свалявшийся, сидит как бесформенный мешок, к тому же свитер тяжёлый, а пряжа скользкая на ощупь и он соскальзывает с плеч. Может с размером не угадала, но у меня уже есть свитер овер сайз аж 52 размера, он почему-то комфортно сидит, значит это пряжа такая скользкая и тяжёлая. Поэтому отказ.",1,"4","3"
"13260649","25 сентября 2019, 14:30","5","После покупки, не могу из него вылезти, действительно, плюшевый мишка))) Мягкий, приятный к телу, тёплый и уютный!! На параметры 88-68-88 размер XS свободно и комфортно.",0,"1","1"
"10334996","18 сентября 2019, 20:33","5","Очень порадовало качество, очень приятный, мягкий, брала в подарок, на счёт размера не знаю",0,"0","1"
"17159337","17 сентября 2019, 7:31","5","свитер овер овер сайз. берите на размер. а то и 2 меньше. приятный к телу, прям котик, а не свитер. 2 минуса сразу- в зоне подмышек скатывается эта шерсть, и как стирать. чтобы он не скатался в барашка я не знаю. не пробовала даже еще.",0,"0","2"
"3981613","11 сентября 2019, 10:10","5","Огромный свитер на даму 50 размера, на мой рос. 48-очень велик. Отказ.",0,"0","5"
"15124802","10 сентября 2019, 18:51","5","Симпотичный, ярко синий свитер. Мягкий, приятный к телу. Заказала два размера, но не стала брать на размер больше, так как думаю, что во время носки будет растягиваться. Надеюсь после стирки с ним ничего ужасного не случится.",0,"0","0"
"6184877","23 сентября 2018, 12:33","5","Поправилась очень. Мягкий, цвет белый,длинна хорошая.еще не носила,не знаю будет лезть или нет. Думаю будет выглядеть нарядной",0,"7","3"
"13165231","8 августа 2019, 8:46","5","Свитер очень мягкий и приятный к телу. Цвет как на картинке. Мех чуть примят, но в целом вещь порадовала",1,"6","0"
"10084717","7 августа 2019, 16:58","5","Почему то не вдохновила.Может на худеньких девочках и хорошо смотрится,но я стала выглядеть,как медвежонок.Может правда надо попробовать меньше размером.По качеству нареканий нет,мягенький,плюшевый,приятный к телу.",1,"7","2"
"9533429","29 июля 2019, 11:03","4","Мерили на параметры 86-62-92; вес50 рост168; плечи 37,- не понравилось. Прежде всего рукава 2/3. Смотрится сваляным, но возможно его нужно простирнуть с ленором и высушить, чтобы ворс распушился и не смотрелся таким общипанным...",0,"3","1"
"5880153","19 июля 2019, 11:37","5","Клёвый . Мягкий как плед плюшевый. Нитки (пушистость каторые придают) не вылазят . Подмят правда но отпариватель все исправит .",2,"2","2"
"10796741","16 июля 2019, 21:26","5","Мне понравился. Интересный крой, мохра не лезет, мягкий и приятный к телу. Идет в размер. Рекомендую к покупке.",0,"0","1"
"19897350","14 июля 2019, 12:01","5","Размеру соответствует, но синтетику брать за 1000 р не советую",0,"1","3"
"1013069","8 июля 2019, 12:29","3","Кофта сидит не плохо. Но пришла с затяжками, поэтому отказ. И цвет не такой насыщенный. По ощущениям мягкая, приятная.",0,"0","1"
"9256230","24 июня 2019, 14:39","5","Пушистый, приятный, ну невозможно не взять, как плюшевого мишку из магазина. Берите на размер больше, чтобы свободно сидел. В облипку не смотрится. Кипельно-белый.",0,"1","1"
"10957413","21 мая 2019, 9:06","5","Суперский но после стирки не такой пушистый.теплый и приятный телу.",0,"4","2"
"13953260","29 апреля 2019, 13:38","5","Очень крутой свитер, мягкий, удобный! Спасибо магазину за скидку!",0,"0","3"
"13719520","19 апреля 2019, 20:16","5","Просто чудо!!!очень советую!",1,"5","6"
"1259443","3 апреля 2019, 11:04","5","Очень клевый! Я ношу 44, взяла XL, получился оверсайз, в белом цвете смотрится стильно!",0,"1","3"
"15575443","2 апреля 2019, 3:21","4","Свитер конкретный оверсайз. Подойдет миниатюрным девушкам. Если брать по фигуре-размера на два меньше от своего, но тогда рукав 3/4 будет,наверное, даже выше локтя. Жаль прогадала с фасончиком... Цвет шикарный. Очень мягкий..Отказ",0,"0","7"
"18351837","31 марта 2019, 15:35","2","Размер в размер,но выглядит по мне очень дёшево....не приобрела",0,"2","5"
"5371755","30 марта 2019, 15:03","5","Ужасный запах, цвет красивый,пряжа не шелковистая не понравилась!",0,"0","4"
"10686954","28 марта 2019, 21:16","4","Шикарный синий цвет. К телу джемпер приятный. Но на 48 размер 101-76-102 мне показался большим, даже как оверсайз. Рукав 3/4. Попробую заказать меньший размер, т.к. в целом, свитерок понравился. С джинсами должно быть вообще улет.",2,"6","1"
"13002328","28 марта 2019, 21:07","5","Снимать не хочется. Супер качество....",0,"0","2"
"11525156","27 марта 2019, 15:27","5","Хороший свитер. Цвет изумительный. На 48 размер смотрится как на фото. Спасибо.",0,"0","1"
"17899670","23 марта 2019, 20:32","5","Шикарный свитер за свои деньги. Цвет просто бомба. Приятно ощущается на теле.",1,"20","1"
"8845508","22 марта 2019, 9:50","5","мерить не стала, т.к. скрипучая синтетика",0,"2","4"
"11079476","20 марта 2019, 20:12","5","Классный джемпер,мягенький и приятный к телу. При стирке правда линяет,что впечатлило что при стирке ворс не вываливаля ,лучше стирать в ручную.",0,"0","2"
"6078158","20 марта 2019, 15:23","5","Свитер очень красивый. Как будет выглядеть после стирки - вопрос. А пока очень довольна.",0,"0","2"
"9964238","20 марта 2019, 8:35","5","Размер М на 46 сел прекрасно! Несмотря на синтетику , в нем тепло и уютно! Спасибо !",0,"0","1"
"2056112","19 марта 2019, 18:40","5","Яркий, мягкий, размер соответствует, взяла на размер больше, мне так больше нравится, можно оголить плечо😊, спасибо wb и курьеру👍",0,"0","1"
"3435538","19 марта 2019, 15:26","5","Свитер отличный! Мягкий, стильный, смотрится класс!",0,"0","1"
"11488058","16 марта 2019, 14:57","5","Свитер отличный! Мягкий, приятный к телу. Цвет насыщенный. Размеру соответствует. Спасибо!",0,"0","2"
"13366643","16 марта 2019, 14:13","5","Оставила,на 42-44,xs.Никак не ожидала,что такой тяжелый.",0,"1","0"
"16239128","12 марта 2019, 14:32","5","Замечательная кофточка, всё по размеру,надеюсь и после стирки не разочаруюсь.",0,"0","2"
"12135322","11 марта 2019, 19:49","1","Столько положительно-восхитительных отзывов. как о разных товарах, потому как о том, что мне пришло не могу сказать ничего хорошего. Внешне не пушистое и не мягкое, а облезлое и колется к телу. А треск стоит как только вытащил вещь из пакета. Решила померить, после снятия все волосы в разные стороны растопырило. Даже за 300 р не взяла бы.",0,"4","3"
"6001138","8 марта 2019, 15:37","4","если правильно прикреплена этикетка, а она прикреплена булавкой. то на мой 52 раз велика на 2 размера.",0,"0","2"
"5511199","6 марта 2019, 19:37","4","Сел хорошо на мой взгляд. Не взяла , потому что очень электризовался.",1,"2","5"
"11773036","2 марта 2019, 18:16","4","Магнитит очень сильно,на рост 175 коротковата.",0,"0","2"
"7481577","28 февраля 2019, 21:55","5","Свитер просто супер! Цвет шикарный. Сидит очень хорошо, получаю море комплиментов 😊 Единственное, он после стирки и глажки ооочень электризовался, но антистатик решил эту проблему 👍 к телу приятный, мягкий и теплый. И да, он красится.",0,"1","0"
"2439543","28 февраля 2019, 14:27","5","На свой 42-44 XS даже я бы сказала большеват, но я взяла, он такой классный!",0,"1","1"
"16089484","23 февраля 2019, 15:58","5","Покупала дочке на подарок. Дочка осталась довольна, практически из неё не вылазит.",0,"1","2"
"12463092","19 февраля 2019, 23:29","4","Странная вещь. Рост 170, короткая. От талии широкая . Не знаю даже, как описать. Смотрится как то непонятно. Отказ.",0,"0","3"
"11162374","19 февраля 2019, 13:39","2","Даже не знаю что сказать. Очень ждала свитерок смотрела отзывы и фото в них, и грезила. Впечатление такое что мне прислали вовсе другой свитер. Фирма вроде та же... Только вынула его из пакета он тут же начал трещать у меня в руках, одела и уже не приятно липнет к телу и трещит. Колючий, ни какой не мягонький как писали ранее. К телу не приятен. Цвет не такой как на фото, а более яркий что ли, короче не тот, цвет больше подойдет ребенку нежели девушке-женщине. Ворса примятая и с виду похожа на искусственный дешёвый мех из которого новогодние костюмы детям шьют. Не пушистый. Короче кошмар. В общем отказ.",0,"3","1"
"14348605","17 февраля 2019, 22:05","5","Отличный свитер, тёплый, очень стильный и при этом универсальный. На ОГ 85 и рост 170 сел как на модели. Сомневалась брать или нет, потому что в пакете выглядел как ободранная кошка, но решила выкупить и не пожалела: кондиционер и расчёска решили все проблемы) качество бомба. В магазинах подобные при примерке оставляли ворс... с этим все в норме",0,"1","0"
"4802638","11 февраля 2019, 21:14","5","Ношу этот джемпер всю зиму, очень довольна! Мягкий, тёплый, приятный. Уже стирала, причесала и опять все хорошо. У меня темно- синий, синий мне не понравился по цвету и равномерности окраса. Посмотрела бы ещё белый, но нет моего размера . Очень рекомендую!",0,"6","0"
"9461206","2 ноября 2018, 14:37","5","Джемпер тёплый, лёгкий, пушистый, очень приятный на ощупь, пух не лезет и не оставляет ворс на одежде, на 52 взяла L все отлично, советую к приобретению.",0,"5","2"
"9461206","11 февраля 2019, 12:22","5","Хорошая, уютная вещь, не лезет, в стирке отлично, перенесла 4 стирки в машине, ничего не изменилось, катышков нет, ношу всю зиму с удовольствием.",0,"0","0"
"9501928","11 февраля 2019, 10:49","3","А мне свитер не понравился. Рукава как-будто 3/4. И ладно бы только рукава расстроили, сама фактура как пушок...станет одним большим катышком через пару выходов. На фото смотрится намного интереснее.",0,"0","3"
"12088050","10 февраля 2019, 19:31","5","Супер, спасибо Зарина. На обхват груди 108 см, подошло XL.",0,"0","2"
"9470352","10 февраля 2019, 16:35","5","Прекрасный свитер! Очень довольна покупкой! Нужно брать свой размер! Если размер меньше - вид уже не тот у свитера! На рост 175 сел отлично!",0,"1","1"
"1826625","8 февраля 2019, 18:54","3","Рукав даже не 3/4 а только до локтя. Смотрится странно. Отказ.",0,"0","1"
"15465300","8 февраля 2019, 18:41","5","На 46 размер 44 сел просто идеально, скрыл недостатки. Немного залежался, надеюсь расправится. Выглядит очень стильно, насколько будет практичен время покажет",0,"1","2"
"11543483","8 февраля 2019, 17:01","3","Качество не очень, аж скрипит в руках как стекловата. Отказ.",0,"2","2"
"14152899","7 февраля 2019, 19:21","5","Мой рост 170, размер 42 (86-62-88). Заказала XS подошла. Кофта мягкая, приятная на ощупь. Только рукава 3/4, а об этом нигде не сказано, на фото рукав длинный. Крой странный.",3,"1","2"
"17011416","16 января 2019, 13:59","5","Крутая кофточка. Большемерка.",0,"0","2"
"15033715","5 января 2019, 15:26","5","Классная кофта, мягкая, яркая, как на фото. Брала xs на 42 размер, подошла, можно даже чуть меньше было взять, но это был самый маленький размер. В целом смотрится хорошо.",0,"0","1"
"6122349","30 декабря 2018, 14:43","5","Полностью соответствует фото",1,"33","2"
"5215428","20 декабря 2018, 21:57","5","Супер! Смотрится отлично, на 44 размер s подошел, рекоменлую, цвет яркий, насыщенный, спасибо)))",0,"1","2"
"8968789","20 декабря 2018, 11:53","2","Мягкий. На этом плюсы закончились. Мех сыпался с пакета, сидит на фигуре очень нелепо, как мешок какой то. Может дамам с пышными формами самое то, но для худеньких - нет. Выглядит глупо",0,"1","4"
"6340276","15 декабря 2018, 10:45","5","не впечатлил, тяжелый, рукава 3/4, не мое видимо.",0,"2","2"
"16028638","13 декабря 2018, 14:35","5","Мягкая, приятная к телу, мне просто не подошол фасон...",0,"1","2"
"15986451","10 декабря 2018, 21:22","4","Очень синтетика. Стреляет. Отказ.",0,"2","3"
"16645502","6 декабря 2018, 8:34","5","Кофта супер! Цвет очень яркии. Вязка плотная. Смотрится дорого",1,"5","2"
"8125681","5 декабря 2018, 11:55","5","Свитерок супер.Взяла свой размер,оказался уж очень оверсаис,хотелось не такой просторный,но не беда,взяла маме,она в восторге.Единственное,что смутило,на ценнике написано 1999,а цена на сайте 2200.",1,"6","1"
"6155165","29 ноября 2018, 22:54","1","В темно-синем, извините, как кошка драная. На фото ровный и пушистый, а в реале ворс лежит неравномерно, проплешинами. Где лежит, где торчит. От этого пятнами цвет. Выглядит помято. Ещё и толстая бесформенная, а рукава чуть ниже локтя. Отказ",0,"3","6"
"2218912","29 ноября 2018, 9:16","5","Замечательная кофточка, мягкая, пушистая. На 48-50 р-р L слишком свободная. Можно было поменьше, хотя если грудь большая тогда наверное нормально. Все равно взяла, в боках можно ушить.",0,"0","4"
"10021283","23 ноября 2018, 8:10","3","Ох, так ждала, начитавшись восторженных отзывов, а получила шкурку паука на хэллоуин))) серьёзно, может, в белом цвете свитер и выглядит мило, но в темно-синем это жесть: материал - очень плотный блестящий мех, по-другому и не скажешь, постояла возле зеркала, как в целлофановом пакете. Рукава-подстрелыши, что видно и на фото, дополняют антураж). В общем, в темно-синем не рассчитывайте выглядеть милыми и пушистыми.",0,"4","5"
"11637898","19 ноября 2018, 16:36","5","Просто суперррр нереальный свитер!!!Очень мягкий,приятный к телу,цвет красивый. На 44 р. взяла 42.Сидит свободно как я хотела.",0,"3","1"
"8799455","18 ноября 2018, 14:10","5","на объем груди 100 размер L оказался невероятно большой,надо заказывать на размер меньше",0,"1","0"
"9419167","18 ноября 2018, 13:55","5","Какой-то несурвзный джемпер. На 46 -m- рукова короче чем на модели. Выше локтя. Не понравился.",0,"1","3"
"9868883","18 ноября 2018, 8:00","5","Очень долго ждала в белом цвете размер xs и не зря!!! Очень красивый и нежный",0,"4","1"
"16200544","17 ноября 2018, 14:12","5","Свитер очень мягкий и уютный. Обратите внимание, что он сильно большемерит. На параметры 100х75х95 - размер S чуть свободно, смотрится как на модели на фото. В целом заказом очень довольна 👍🏻",0,"4","2"
"7981663","11 ноября 2018, 16:11","4","Суперский, мягкий,но большемериь на мой 50й L оказался большой..буду добавить М-ку",0,"0","2"
"8641264","15 ноября 2018, 2:04","5","ОНА так сильно линяет!!!решила сполоснуть после покупки..вода синючая!!!!боюсь одевать",0,"1","2"
"4453305","10 ноября 2018, 21:33","5","Очень крутой свитер,как на картинке увидела,сразу поняла-мой. Мягкий,тепленький,пушистый,снимать не хочется,в размер",0,"2","1"
"11102049","10 ноября 2018, 17:54","5","Свитер понравился - приятный на ощупь. И цвет, и размер подошёл. Единственное, что смутило- ворсинки все в разные стороны. Из- за этого смотрится как-то неопрятно. Может со временем изменится ....",0,"0","2"
"11894280","10 ноября 2018, 15:25","5","Прекрасный джемпер,мягкий и тёплый.",0,"0","1"
"1124273","9 ноября 2018, 9:33","4","На рост 178 смотрится очень куце.",0,"0","0"
"14969595","6 ноября 2018, 16:56","5","Чудесный! Отличный цвет - глубокий синий, не скатывается, теплый.",0,"0","0"
"4839668","6 ноября 2018, 11:59","5","Очень расстроена...заказала xl на 48-50 и утонула...кажется что в него и мама моя влезет с ее 56...очень понравился хотела перезаказать на lку но ее как назло нет.Поставила в лист ожидания.Очень жду.Но в этом размере мне показалось что рукова чуть коротковаты.Тогда в lке еще короче будут?но он такой мягенький беленький и пушистенький что не хотелось снимать но весел на мне мешком..Очень прошу магазин не снимать процент выкупа.А отзывы это настолько всё индивидуально..Думаю может еще и М заказать для сравнения...при стирке же он на мой взгляд растянется...",0,"0","4"
"10669514","1 ноября 2018, 19:14","5","Очень милая, нежная кофточка, жаль, что оказалась велика. Буду ждать, когда появится размер поменьше.",0,"2","2"
"12271925","1 ноября 2018, 11:59","5","Классный свитер. Теплый, мягкий, пушистый. Такие сейчас на пике популярности. Синий цвет очень насыщенный, яркий, даже не ожидала. Хорошая длина можно одеть с поясом, можно заправить. В темном цвете не понравился, не пушистый, весь помятый, облезлый вид. Рекомендую синий. Размеру соответствует.",0,"5","0"
"13171722","31 октября 2018, 17:07","5","Заказала на Российский 44 S-ку. Слегка большемерит, но я люблю чтобы не обтягивало. Мягкий, тёплый, для тела очень приятный. Сегодня надела на работу, коллеги обратили внимание, в хорошем смысле))). Не знаю, как поведёт себя после стирки, надеюсь, не сваляется. На фото выглядит хуже, чем на самом деле( да и я получилась крупнее))).",2,"21","3"
"2422321","30 октября 2018, 23:34","5","Просто прелесть! Не линяет! Теплый и очень уютный! XS на 40/42, на рост 176 длина отличная, не короткий, рукава получаются 3/4.",0,"0","0"
"5339267","27 октября 2018, 20:39","2","Совсем не мой вариант",0,"0","8"
"10208624","27 октября 2018, 12:21","5","Отличная кофта👍🏻Мягкая,приятная кофта!Незнаю Конечно какая после стирки)Размер М на 46 все соответствует!!!",1,"3","3"
"846352","26 октября 2018, 22:45","5","Купила в темно-синем цвете.очень уютный.Идет размер в размер.",0,"0","3"
"4255846","26 октября 2018, 11:05","1","Вообще не понравился. Цвет какой то грязно серый, выглядит как шубка, возврат.",0,"1","4"
"10162204","26 октября 2018, 10:10","5","Мне понравился, брала самый маленький, мягкий, пушистый!",1,"3","2"
"14757775","24 октября 2018, 17:09","5","Отличный свитер ,приятный к телу. Мягенький)",0,"0","1"
"3150959","24 октября 2018, 7:50","5","На мой взгляд немного большемерит. Цвет чернильно-синий. Перезакажу в другом цвете и на размер меньше.",0,"0","1"
"4319386","23 октября 2018, 20:38","5","На первый взгляд бабушкина кофта(смотрите первое фото), но если поиграть, то получается супер-вариант свитерочка оверсайз👍. Качество замечательное. Мягкая приятная к телу вещица. Очень хорошо тянется горловина, можно спустить на одно или даже на оба плеча. Мне понра! Я взяла.",4,"15","17"
"14002111","23 октября 2018, 16:40","5","Не соответствует размеру, большемерит. Очень жаль, свитер понравился. Взяла свитер этой же марки размер L",0,"1","1"
"13623909","20 октября 2018, 8:42","5","Это восторг! Заказала еще и в других цветах. Мягкий и теплый",1,"2","2"
"13023230","21 октября 2018, 9:37","3","Выглядит дешево. Синтетика. Очень увеличивает визуально",0,"4","4"
"5825930","17 октября 2018, 23:00","2","на 118-89-106 неширокие плечи и спина свитер очень большой, хорош только в плечах, ну, и в груди нормальная свобода. внизу мне прямо парашют. прямой, бесформенный. длинный, ниже середины бедра на рост 168. очень синтетический. в магазинах такого плана свитера мягче, пушистей и приятней.Заказывала еще артикул 6394671, его и взяла.",0,"0","2"
"9546547","17 октября 2018, 21:35","5","Заказывала 3 цвета, все одного размера, только белый два разных L , XL. На 48 все L как раз, но забрала xl, захотелось свободнее. Но не об этом. Одела белый xl- прям плюш, мягкий приятный , уютный. Надела голубой - более менее , но эффект мягкости уже не тот, темно синий вообще даже надевать не стала , смотрится мято, нитки торчат и на ощуп грубоват. Белый L тоже от xl отличался мягкостью))), ничего не понимаю ))). Джемпер сразу дома постирала , при 30 градусах на низких оборотах с ленором немного растянулся , но выглядит неплохо, как кот которого покупали))), надеюсь высохнет- распушится!)",2,"10","0"
"10381388","17 октября 2018, 17:22","5","Чисто белый цвет, мягкий на ощупь, приятный в носке. Хорошая длина. Скрывает огрехи фигуры. большемерит на размер.",0,"0","1"
"12149825","17 октября 2018, 15:47","4","Полнит и большемерит. На свой 52, взяла 50, но даже он оказался велик.",0,"5","1"
"10413612","17 октября 2018, 14:00","5","Кофточка понравилась! На свой m, взяла s! Подошла! Мягкая , пушистая!",0,"0","1"
"15013968","17 октября 2018, 7:34","5","Кофта хорошая но на худеньких мне показалось я на курицу в ней похожа )))",0,"1","2"
"6650627","16 октября 2018, 23:19","5","Супер мягкий и теплый пушистик! Очень нежно и женственно смотрится. Но большемерит. Прочитала отзывы и на свой M сразу заказала S - сел НЕ впритык. Берите на размер меньше.",0,"2","0"
"13083433","16 октября 2018, 15:30","5","Отличная кофта, и цвет красивый благородный. Присоединяюсь ко всем положительным отзывам. Но она не такая длинная как на фото. Попу не прикрывает.",0,"2","0"
"11833613","16 октября 2018, 14:14","5","Цвет очень насыщенный и красивый! Безумно понравился свитер. Рекомендую",1,"35","1"
"8964457","15 октября 2018, 11:51","5","Очень тёплый, жаль рукава не до запястья, по спинке длина 68 см, при моём росте 154 см можно носить и как тунику, и в юбку заправить",0,"1","1"
"5821800","15 октября 2018, 11:19","5","Джемпер интересный,уютный,теплый.Заказывала два размера,могу сказать,что большемерит. S на ОБ 100,ОТ 75,а М- огромная оказалась.",0,"0","0"
"13859091","15 октября 2018, 8:59","5","Размер соответствует, Цвет не синий, а темно-сливовый, мне даже больше понравился. Покупкой довольна.",0,"0","2"
"6066944","14 октября 2018, 19:00","5","Заказала темно-синий и синий. Больше понравился темно-синий, на свой 46 заказала М. Идёт в размер. А вот если меньше размер, то рукава будут короткие и перед джемпера тоже будет короткий. Эффектнее смотришься все же в размер. Джемпер такой мягкий! Не хотелось снимать))))) ни чего из него не лезет. Абсолютно не линяет. Рекомендую к покупке. Вайлдбериз, спасибо за скидку!!!",2,"50","1"
"5828512","14 октября 2018, 18:49","5","Полнит очень. Не взяла(",0,"0","3"
"8948243","12 октября 2018, 22:56","5","Очень мягкая, красивая и стильная! На фото мне изначально показалась как чёрная, на самом деле цвет темно синий. Очень мне понравилась !!!",1,"6","2"
"8607379","12 октября 2018, 10:27","5","Очень красивый свитер! Свободный, можно носить под ремень. На свой размер s взяла xs.",0,"0","2"
"14097804","10 октября 2018, 21:39","5","Очень понравился. Цвет шикарный. Правда запах химии остался даже после стирки с кондиционером.",0,"1","2"
"7616417","10 октября 2018, 19:52","5","Очень красивый цвет,можно сочетать с чем хочешь,качество очень хорошее,довольна!Рекомендую!!!",0,"3","3"
"9334903","10 октября 2018, 19:26","5","Свитер очень понравился. Пушистый, теплый и вообщем очень классный",0,"2","4"
"6552973","10 октября 2018, 16:15","5","До этого взяла тёмно-синий джемпер , а сегодня купила беленький. Обожаю этих пушистиков! Они идеальны!",0,"3","3"
"6089553","10 октября 2018, 15:58","5","Понравился. Мягкий и приятный. После ручной стирки слегка растянулся.",0,"5","1"
